"Site_Code","Point_Type","Tree_Num","Watershed","Latitude","Longitude","X.UTM","Y.UTM","Horz_Prec","Count.medium","Count.small","Unhealthy_Site","Cow_Damage","Site_Notes","Site_Notes.2019","Elevation","Cos.aspect","Slope","Summer.Insolation","Count.adult.dead","Count.adult.damaged","DBH.center","DBH.mean","Basal.area.density","Plot.radius","Soil.type","Canopy_openness","Geologic.Unit","Fraction.Organic","d15N","d13C","fracN","fracC","Genotype","Ploidy_level"
"GRJXK","Random",404,"Middle East River",38.9268129,-106.9749,328806.702485792,4310509.20143196,1.5,6,1,1,0,"POSSIBLY DAMAGED SPARSE CANOPY","",3117.0431295959,0.312493402161908,12.9773651429964,18.6663703918457,0,1,18,14.4727272727273,0.0292751111111111,3,"Soil",4,"Qu",NA,NA,NA,NA,NA,"GRJXK","Triploid"
"GSNY","Grid",40,"Middle East River",38.9511638,-106.96304,329893.084222859,4313189.5458292,0.9,0,0,0,0,"NA","",3107.67365576749,-0.994770674059233,23.6619721868992,24.3978481292725,0,2,8.2,22.8090909090909,0.016797661918839,6.1,"Talus",3,"Tg",NA,NA,NA,NA,NA,"EFMD_057_18","Triploid"
"GTWE","Grid",122,"Washington Gulch-Slate River",38.9229574,-106.9958,326985.471931722,4310120.76671296,0.5,2,14,0,0,"NA","",3022.05750531521,-0.661272355500151,20.7779197567585,22.6446666717529,2,1,6.4,24.6818181818182,0.0206169704142012,6.5,"Soil",3,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"GTZK","Grid",111,"Washington Gulch-Slate River",38.9226581,-106.994,327140.799501224,4310084.13415503,1.2,0,7,0,0,"NA","",3046.11715906293,-0.699381499820077,16.0980093940777,22.3425025939941,1,1,23.3,18.9818181818182,0.0145303170206217,5.7,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"GUWH","Grid",30,"Middle East River",38.9509009,-106.96559,329671.466523155,4313165.13292762,0.4,4,7,0,0,"NA","",3079.9034187154,-0.964920391351457,22.622076035373,24.3447818756104,4,0,5.5,11.3363636363636,0.0128269390581717,3.8,"Talus",4,"Tg",NA,-0.55691888,-25.09072716,3.33734693877551,50.5137352040816,"ACFL_031_18","Triploid"
"GWUJ","Grid",83,"Washington Gulch-Slate River",38.9218023,-106.99628,326941.05010979,4309993.48038622,0.8,6,6,0,0,"NA","",2980.3422047491,-0.633692289568702,15.6401805729981,22.0625648498535,4,0,31.2,26.75,0.00836247210117972,9.7,"Soil",2,"Qt",NA,NA,NA,NA,NA,"GWUJ_083_18","Triploid"
"GZBI","Grid",70,"Middle East River",38.9517802,-106.96365,329841.694916211,4313259.09558567,2.8,0,25,0,0,"Very nice site - flat, pretty","",3139.61353099205,-0.993526422989323,21.5977233892243,24.524881362915,0,0,25.1,31.0363636363636,0.0252328282828283,6.6,"Talus",4,"Qm",0.123408038372478,1.02877296,-26.94773616,2.13557171514544,48.5535702106319,"GKBH_069_18","Triploid"
"HBJI","Grid",27,"Middle East River",38.9506944,-106.96475,329743.768657614,4313140.64448349,1.3,0,0,0,0,"NA","",3073.70289823165,-0.962074427925424,23.9587920531796,24.5969848632812,0,0,24.5,20.5727272727273,0.0134008494031221,6.6,"Soil",4,"Tg",0.125686200677778,-0.44853872,-26.48652574,2.92908826583593,49.3294787123572,"ACFL_031_18","Triploid"
"HBPCJ","Random",300,"Middle East River",38.948222,-106.96347,329848.783216286,4312863.85637133,0.5,0,1,0,0,"NA","",2977.04030638424,-0.959325900547491,25.9267396777961,24.9397945404053,4,2,21.2,17.6454545454545,0.0454412604042806,2.9,"Soil",5,"Qu",NA,NA,NA,NA,NA,"HBPCJ","Triploid"
"HBTN","Grid",200,"Coal Creek",38.8637816,-107.05196,321968.819236738,4303661.2845797,1.4,0,0,0,1,"Lots of cow damage","",3023.19272780089,-0.818753937832253,9.7469480615329,22.6479873657227,3,0,12.1,21.12,0.013467472915092,6.3,"Talus",4,"Qdu",0.0620518863214237,NA,NA,NA,NA,"CC01_210_18","Triploid"
"HDAZ","Grid",144,"Coal Creek",38.8622114,-107.05106,322042.99576866,4303485.26265719,0.6,1,0,0,0,"NA","",2955.16036121644,-0.99786274753768,21.3625228276735,24.4661407470703,0,0,23.1,20.0209090909091,0.00782613524767881,7.92,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"HDWZP","Random",416,"Coal Creek",38.8584652,-107.06886,320489.039669158,4303104.35240955,0.5,0,10,0,0,"very rocky on top of ridge - very nice view","",3102.99181136835,-0.994122740660876,24.5518910746134,24.9908008575439,2,0,19.7,12.8625,0.00506810252758989,5.3,"Talus",2,"Tp",NA,NA,NA,NA,NA,"HDWZP","Diploid"
"HGCF","Grid",36,"Middle East River",38.950928,-106.96391,329817.124121104,4313165.00075051,0.8,1,4,0,0,"NA","",3095.24747108198,-0.984333939108107,26.6616486341586,24.9776172637939,1,0,32.3,25.3909090909091,0.0417416666666667,4.2,"Talus",3,"Tg",0.100169168957496,0.04820368,-26.23274418,2.83801587301587,50.5874497354497,"ASMP_012_18","Triploid"
"HIRTE","Random",306,"Washington Gulch-Slate River",38.9428563,-106.99937,326724.412992459,4312336.01153956,0.6,11,3,1,1,"Many dead trees","",3127.66238718134,-0.999158946591529,24.4594471340473,24.6533584594727,2,0,7.2,8.38181818181818,0.00383337178008458,5.1,"Talus",2,"Qm",NA,NA,NA,NA,NA,"HIRTE","Triploid"
"HIXNG","Random",413,"Coal Creek",38.8567988,-107.07942,319568.469802408,4302940.23018968,0.5,0,0,0,0,"NA","",3074.18775912767,-0.994647208296658,34.2544936796,25.7382965087891,0,1,17.8,19.2909090909091,0.0293092702169625,3.9,"Soil",3,"Tp",0.0872077978090227,NA,NA,NA,NA,"HIXNG","Triploid"
"HJHN","Grid",222,"Oh-be-Joyful Creek-Slate River",38.9089552,-107.02278,324611.910419251,4308618.30154516,0.8,0,0,0,0,"NA","",2786.75572750415,-0.819477470699227,24.3530015887877,23.7238445281982,1,0,26.1,20.7090909090909,0.0229557655954631,4.6,"Soil",5,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"HKIOP","Random",323,"Washington Gulch-Slate River",38.92541,-106.99429,327122.33915989,4310390.10081991,0.8,1,12,0,0,"DESCENDING FROM SITE VERY STEEP BEST TO TAKE GULLY TO TALUS/CLIFFS","",3118.09451010413,-0.755603337981286,25.3012508992752,23.3963451385498,0,0,14.8,10.1375,0.00664492330168006,3.7,"Talus",4,"Qt",0.0797480177261978,NA,NA,NA,NA,"HKIOP","Diploid"
"HKXB","Grid",255,"Oh-be-Joyful Creek-Slate River",38.9089555,-107.02194,324684.751029402,4308616.71934781,0.5,0,5,0,0,"NA","",2797.24005846839,-0.973439294204755,18.8964151542367,23.8048515319824,1,0,19.9,16.4090909090909,0.0194129818594104,4.2,"Soil",3,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"HLERZ","Random",426,"Washington Gulch-Slate River",38.9182044,-106.98236,328139.204835493,4309567.83643193,0.6,0,4,0,0,"NA","",3164.20846917228,-0.497503684304049,24.9530697991889,21.3949718475342,2,1,18.5,20.1090909090909,0.0152418512396694,5.5,"Talus",4,"Tp",NA,NA,NA,NA,NA,"HLERZ_426_18","Triploid"
"HNWA","Grid",50,"Middle East River",38.9513195,-106.96531,329696.734183268,4313211.06732391,0.6,4,5,0,0,"NA","",3101.56216157446,-0.962163433478264,28.9530698711667,25.0362205505371,0,0,8,12.6454545454545,0.00610902983069068,6.1,"Talus",2,"Qm",0.216717735541794,-0.71547504,-25.97696434,2.85850392156863,49.2243524509804,"ACFL_031_18","Triploid"
"HOEC","Grid",3,"Middle East River",38.9499853,-106.96424,329786.269838735,4313060.99272903,1.3,0,1,0,0,"NA","",3043.39616230587,-0.956814754471562,23.5879694554489,24.4669761657715,0,0,30.4,24.0181818181818,0.0594736455463728,3.3,"Soil",3,"Tg",0.117005890120946,-0.83635866,-25.72779631,2.83590485074627,48.9240205223881,"ASMP_012_18","Triploid"
"HQVA","Grid",72,"Washington Gulch-Slate River",38.921308,-106.99545,327011.80876576,4309937.04556524,0.6,27,23,0,0,"NA","",2985.03528327945,-0.666988601440903,15.5452094776918,22.1429748535156,0,0,33.5,20.7636363636364,0.0182368333333333,6,"Soil",5,"Qt",NA,NA,NA,NA,NA,"ABPZ_076_18","Triploid"
"HSYDC","Random",448,"Oh-be-Joyful Creek-Slate River",38.9121805,-107.01791,325042.129940638,4308966.90170785,0.9,0,0,0,0,"NA","",2906.82994298516,0.0686059679789203,11.9778407330479,19.6447200775146,0,1,15.4,22.1818181818182,0.00069934,30,"Soil",4,"Ql",0.102205368725676,NA,NA,NA,NA,"HSYDC","Diploid"
"HTPR","Grid",65,"Middle East River",38.9515774,-106.9654,329689.552104365,4313239.85834983,0.5,3,11,0,0,"This site is very unpleasant. Lots of dead trees--windfall gap?","",3114.88380424097,-0.941083706076658,23.9909183656789,24.525598526001,7,0,26.4,19.9909090909091,0.0194782,5,"Soil",2,"Qm",0.550905500231102,-0.60034896,-24.34218741,2.68341258048539,49.4923977216444,"ACFL_031_18","Triploid"
"HUDTN","Random",491,"Middle East River",38.9142477,-106.94048,331760.946071599,4309050.59013715,0.9,0,1,0,1,"NA","",2796.75605745613,0.857657068043059,9.42716267219255,17.7271633148193,1,0,21.4,23.9727272727273,0.0770603333333333,3,"Soil",5,"Ql",0.0803525249808635,NA,NA,NA,NA,NA,NA
"HVDLX","Random",343,"Coal Creek",38.8632155,-107.04789,322320.561310784,4303590.52517645,0.6,1,3,0,0,NA,"",2954.56634566595,-0.800202890966659,29.5300185818442,23.4576625823975,0,0,24.7,20.5,0.0262466425619835,4.4,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"HWIB","Grid",179,"Coal Creek",38.8630268,-107.05227,321940.03712963,4303578.11880421,0.7,6,6,0,0,"NA","",3001.21303742269,-0.959647289698223,23.1895066414178,24.4849090576172,2,0,11.1,16.1181818181818,0.0165800094517958,4.6,"Soil",3,"Qdu",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"HWJR","Grid",168,"Coal Creek",38.8629274,-107.05018,322121.139475847,4303563.01151093,0.4,2,4,0,0,"NA","",2971.75371593646,-0.996435597776998,20.878494778081,24.2073173522949,0,0,35.4,27.7363636363636,0.0158551288888889,7.5,"Soil",4,"Qmy",NA,NA,NA,NA,NA,"BYUQ_157_18","Triploid"
"HXQLU","Random",453,"Middle East River",38.9174144,-106.89295,335889.403308966,4309315.40455963,1.1,2,3,0,0,"NA","",2977.94994486736,-0.0780394840486651,18.938751856394,20.1534519195557,3,0,16.3,15.1,0.0170295836376917,3.7,"Soil",3,"Qu",NA,NA,NA,NA,NA,"HXQLU_453_18","Triploid"
"HYCJ","Grid",41,"Middle East River",38.9511966,-106.96337,329864.564207017,4313193.80237298,1.5,0,4,0,0,"Site in Rocky Streambed","",3111.37693804549,-0.992243766642117,26.2613148968973,24.8284721374512,0,0,23.6,21.3454545454545,0.050801306122449,3.5,"Talus",5,"Qm",NA,NA,NA,NA,NA,"EFMD_057_18","Triploid"
"HYSMR","Random",346,"Coal Creek",38.8652302,-107.04941,322193.691350558,4303817.08438987,1.9,0,0,0,0,NA,"",3017.87064949223,-0.772600544589923,13.4777666823502,21.6200275421143,7,0,23.3,14.28,0.0334315,2,"Soil",5,"Qdu",NA,NA,NA,NA,NA,"AZLSF_347_18","Triploid"
"HYXUD","Random",433,"Washington Gulch-Slate River",38.9173328,-106.97674,328624.374835127,4309460.52303684,0.7,0,0,0,0,"NA","",3005.78674806652,-0.534721425789044,11.6390333362138,20.8778419494629,0,0,26.1,15.0181818181818,0.00554755102040816,7,"Scree",3,"Qlf",0.096709374502626,NA,NA,NA,NA,"HYXUD","Diploid"
"IALXT","Random",503,"Middle East River",38.9491271,-106.93639,332197.818894727,4312914.07945717,0.6,0,10,0,1,"NA","",3242.15261779345,-0.886106583181037,12.6515393644139,22.0211315155029,0,2,19.6,17.5181818181818,0.0195815599173554,4.4,"Talus",4,"Qt",NA,NA,NA,NA,NA,NA,NA
"IAPK","Grid",2,"Middle East River",38.9499624,-106.96447,329766.282438858,4313058.88096669,1.1,0,0,0,0,"Changed photo names to match available files and sequence","",3041.12485631316,-0.968622770262505,22.6045670808692,24.4172992706299,2,0,21.2,22.4363636363636,0.0284792264013043,4.62,"Soil",5,"Tg",NA,0.81373248,-25.65638599,2.84837004405286,49.4351933431228,"ASMP_012_18","Triploid"
"IDYAX","Random",425,"Washington Gulch-Slate River",38.9185474,-106.98234,328141.766616154,4309605.86612269,0.6,1,4,0,0,"NA","",3169.42933021608,0.0495136777513679,29.3486027436963,18.5842761993408,0,2,21.9,18.7636363636364,0.00435052843043061,10.7,"Soil",2,"Tp",NA,NA,NA,NA,NA,"HLERZ_426_18","Triploid"
"IGKFX","Random",438,"Oh-be-Joyful Creek-Slate River",38.9132151,-107.01634,325180.804132248,4309078.71412954,0.7,0,6,0,0,"NA","",2944.24091197296,-0.78314154069954,10.2911602515342,21.6382961273193,2,2,24.1,27.93,0.0147754017531045,7.4,"Soil",3,"Ql",NA,NA,NA,NA,NA,"GPQAO_447_18","Triploid"
"IHMK","Grid",159,"Coal Creek",38.8626652,-107.05023,322116.147303588,4303534.00903092,0.6,0,0,0,0,"NA","",2960.45648079286,-0.994852783296181,21.6938371534772,24.6158542633057,0,0,29.7,26.4090909090909,0.0253469682979378,5.7,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"CNXB_160_18","Triploid"
"IHMZ","Grid",257,"Oh-be-Joyful Creek-Slate River",38.9085474,-107.02197,324681.145273573,4308571.48443312,0.6,0,6,0,0,"NA","",2781.85067377675,-0.993222500806326,17.375777817656,23.6539745330811,1,0,37.9,24.5181818181818,0.0497735625,4,"Soil",3,"Ql",0.112663155484314,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"INWEG","Random",423,"Washington Gulch-Slate River",38.9202773,-106.97921,328417.311917509,4309791.96056165,0.8,8,0,0,0,"NA","",3089.87811582783,-0.72835611062306,14.6530434422807,22.4892177581787,0,1,18.8,18.2363636363636,0.0191224,5,"Soil",4,"Qlf",NA,NA,NA,NA,NA,"INWEG","Triploid"
"IOAQ","Grid",51,"Middle East River",38.9514257,-106.96502,329722.120344805,4313222.31170872,0.8,0,1,0,0,"NA","",3114.86615705767,-0.954558109955462,25.6203224961357,24.7086906433105,1,0,33.5,25.0727272727273,0.018759033203125,6.4,"Soil",4,"Qm",0.0926629040533607,NA,NA,NA,NA,"ACFL_031_18","Triploid"
"IOREZ","Random",335,"Coal Creek",38.8759676,-107.0379,323218.997758173,4304986.39841629,0.6,0,1,0,0,"NA","",3238.33730232517,-0.762418754240694,19.9020221225883,22.9739208221436,1,1,23.5,15.7181818181818,0.0209182774490467,3.9,"Talus",3,"Kmv",0.0590063980424798,NA,NA,NA,NA,"IOREZ","Triploid"
"IPNW","Grid",273,"Oh-be-Joyful Creek-Slate River",38.9089522,-107.02135,324735.904244132,4308615.2188108,0.6,2,12,0,0,"NA","",2806.52431452184,-0.747626238605216,17.1002337440889,22.935302734375,0,0,26.4,16.0545454545455,0.0168740606609325,4.7,"Soil",4,"Ql",0.071305926700744,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"IRPK","Grid",220,"Oh-be-Joyful Creek-Slate River",38.9090201,-107.02312,324582.587422016,4308626.15849352,0.6,0,0,0,0,"NA","",2782.63037367876,-0.717158086831061,23.9198600976272,23.4188117980957,2,0,24,20.1545454545455,0.0118415973796926,6.3,"Soil",2,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"ITRF","Grid",146,"Coal Creek",38.862463,-107.0499,322144.277689755,4303510.92498862,0.5,0,4,0,0,"NA","",2946.77284580911,-0.991831286083397,25.240961372692,24.9520034790039,0,0,10.5,15.0181818181818,0.00160038580246914,14.4,"Soil",3,"Qmy",0.0573684750282022,NA,NA,NA,NA,"GRFO_153_18","Triploid"
"ITYM","Grid",114,"Washington Gulch-Slate River",38.9226848,-106.99477,327074.107563136,4310088.55793825,1.6,0,2,0,0,"NA","",3033.3406450849,-0.724608555866838,14.7231712025194,22.319091796875,2,0,29.5,26.7090909090909,0.0364082465277778,4.8,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"IUAK","Grid",29,"Middle East River",38.9506612,-106.96534,329692.558228747,4313138.06266257,0.6,6,8,0,0,"NA","",3069.20317921838,-0.982763689873326,23.5989188204342,24.5428619384766,0,1,10,12.7090909090909,0.00587688888888889,6,"Soil",3,"Tg",NA,-0.1013208,-25.94399272,2.49999,48.469638,"ACFL_031_18","Triploid"
"IVEZ","Grid",18,"Middle East River",38.9504281,-106.96388,329818.52803043,4313109.46383328,0.9,0,2,0,0,"NA","",3070.16858395769,-0.97025708978333,26.7688212782385,24.9654159545898,0,1,29.6,24.7727272727273,0.0129743103771815,7.3,"Soil",4,"Tg",NA,-0.64221808,-26.87619034,3.00353059177533,49.8039608826479,"ASMP_012_18","Triploid"
"IWZCV","Random",291,"Middle East River",38.954426,-106.97011,329288.213099409,4313564.82386436,0.5,3,22,0,0,"Very small leaves","",3130.7699925822,-0.811830748760763,24.1569860341001,24.0443096160889,2,0,11.8,9.83,0.00770594135802469,3.6,"Talus",2,"Tg",NA,NA,NA,NA,NA,"IWZCV","Diploid"
"JANM","Grid",201,"Coal Creek",38.8638349,-107.0517,321991.512275571,4303666.69286008,0.5,0,7,0,1,"Lots of cow damage","",3026.36195576115,-0.769070616600167,4.62021654424516,21.2792911529541,3,0,25.4,17.1454545454545,0.0282009259259259,3.6,"Soil",3,"Qdu",0.0932173913043478,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"JBAY","Grid",124,"Washington Gulch-Slate River",38.922958,-106.99519,327038.358416674,4310119.67562642,0.7,0,2,0,0,"NA","",3033.05114167603,-0.682793440955311,15.1724620235195,22.1843433380127,1,0,33.7,30.0454545454545,0.0144018253109789,8.6,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"JCSAT","Random",353,"Coal Creek",38.8712542,-107.05041,322121.944172162,4304487.59967376,1.5,0,15,0,0,"NA","",3213.78013261862,-0.993769815350246,22.910097103079,24.4650268554688,3,5,13,11.31,0.0156338882282996,2.9,"Talus",4,"Kmv",NA,NA,NA,NA,NA,NA,NA
"JGRD","Grid",95,"Washington Gulch-Slate River",38.9220415,-106.9949,327061.27453853,4310017.40862642,0.7,0,1,0,0,"NA","",3015.38694596984,-0.712439604338007,20.3571145990543,22.8188972473145,1,0,34.3,23.2545454545455,0.0250150711264898,5.1,"Soil",5,"Qt",0.0942837153792337,NA,NA,NA,NA,"AFOG_113_18","Triploid"
"JIEQU","Random",375,"Middle East River",38.9499149,-106.94083,331814.892224957,4313009.69986808,0.7,0,22,0,0,"very mature site. lots of big dark trees","",3234.83606669542,-0.985319170414124,11.4028683831605,22.8224220275879,2,0,32.2,31.2818181818182,0.0319026429187015,5.9,"Talus",4,"Qt",NA,NA,NA,NA,NA,"JIEQU","Triploid"
"JIPRX","Random",469,"Oh-be-Joyful Creek-Slate River",38.9349004,-107.04181,323026.235026295,4311534.5972748,0.6,0,8,0,0,"NA","",3076.33405300192,-0.380695134435385,17.4871661079808,21.3510131835938,0,2,28,17.4545454545455,0.00633879584775086,8.5,"Talus",4,"Ql",0.151852704257768,NA,NA,NA,NA,"JIPRX","Diploid"
"JNLXY","Random",394,"Oh-be-Joyful Creek-Slate River",38.9391222,-107.04875,322435.190657627,4312016.65459366,1.2,0,5,0,0,NA,"",3041.26775936493,-0.244448604111035,23.1774188856855,20.4507255554199,2,0,33.8,26.4909090909091,0.020435124260355,6.5,"Soil",4,"Kmu",NA,NA,NA,NA,NA,"DNSQI_393_18","Triploid"
"JOGHL","Random",399,"Oh-be-Joyful Creek-Slate River",38.9394711,-107.05106,322235.836810611,4312059.8814699,0.7,0,2,1,0,"NA","leaning downslope",3005.55504130155,-0.491281553198301,24.8393008445043,22.2096366882324,6,3,25.5,16.15,0.0156550928021729,4.7,"Scree",1,"Kmu",0.111570485213896,NA,NA,NA,NA,"DNSQI_393_18","Triploid"
"JOVV","Grid",264,"Oh-be-Joyful Creek-Slate River",38.9101472,-107.02161,324716.298986887,4308748.34460066,0.6,0,1,0,0,"NA","",2828.56099332326,-0.458766643379867,16.3419964887144,21.8524208068848,0,2,32.9,27.8,0.0212300275482094,6.6,"Soil",4,"Ql",NA,NA,NA,NA,NA,"DNNZ_275_18","Triploid"
"JQFYC","Random",368,"Coal Creek",38.8578954,-107.05548,321648.679670921,4303014.88434878,1.1,0,1,0,0,"NA","",2957.31895845068,-0.889658221475477,14.8904201341694,22.8998432159424,1,0,28.1,23.8272727272727,0.0178390277777778,6,"Soil",3,"Qlf",NA,NA,NA,NA,NA,"JQFYC_368_18","Triploid"
"JSAXZ","Random",320,"Washington Gulch-Slate River",38.9271243,-106.99867,326746.79217307,4310588.67749849,0.7,1,9,0,0,NA,"",3046.90132622427,-0.551134462836769,19.4040392505234,22.2710018157959,1,1,29,19.4272727272727,0.0148708055555556,6,"Soil",5,"Qt",NA,NA,NA,NA,NA,"JSAXZ","Triploid"
"JSIA","Grid",224,"Oh-be-Joyful Creek-Slate River",38.9094172,-107.02275,324615.649272843,4308669.51848675,0.8,0,3,0,0,"NA","",2800.17184352487,-0.553069920642015,14.2328935411795,21.8076763153076,0,0,29.4,27.4545454545455,0.0178164671287545,6.9,"Soil",4,"Ql",0.0889950348815285,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"JTTN","Grid",262,"Oh-be-Joyful Creek-Slate River",38.9096774,-107.02166,324710.807326135,4308696.30040384,1.2,0,0,0,0,"NA","",2818.20086605827,-0.731151911797276,13.341055243533,22.4132556915283,1,0,29.5,21.7272727272727,0.0171916897506925,5.7,"Soil",3,"Ql",0.100405926527299,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"JXHO","Grid",218,"Oh-be-Joyful Creek-Slate River",38.9093874,-107.02314,324581.75759669,4308666.96143055,0.6,0,0,0,0,"NA","",2792.79378879422,-0.617144383492248,17.5097893489644,22.2308864593506,2,0,23.4,24,0.0198462911665128,5.7,"Soil",4,"Ql",NA,NA,NA,NA,NA,"ABVE_221_18","Triploid"
"JYWI","Grid",1,"Middle East River",38.9500678,-106.96475,329742.268925424,4313071.10194037,0.4,0,5,0,0,"NA","",3042.23773947433,-0.973284297460149,22.9175883091808,24.4341430664062,1,0,6,10.2681818181818,0.00287633024568152,6.64,"Talus",2,"Tg",0.0998383352677831,-0.16465794,-25.64646789,2.44169021190716,49.7412966700303,"ASMP_012_18","Triploid"
"KGSTM","Random",367,"Coal Creek",38.8607484,-107.05872,321374.664390672,4303337.85698696,0.7,0,0,0,0,"NA","",3023.51100701201,-0.977197359630189,15.5391096500597,23.6657581329346,3,4,23.7,20.82,0.0294207019631172,4.1,"Talus",4,"Qlf",0.192692776913045,NA,NA,NA,NA,"KGSTM","Triploid"
"KGWC","Grid",103,"Washington Gulch-Slate River",38.9223889,-106.996,326966.751072401,4310058.05199297,0.5,0,0,0,0,"very soggy","",3002.37682327019,-0.635719700871702,19.3100878974176,22.3319664001465,5,0,23.1,21.69,0.027195078420768,4.3,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"KHMSF","Random",311,"Washington Gulch-Slate River",38.940961,-107.00888,325895.519079498,4312143.79197066,0.5,5,5,0,0,"Site very steep and weedy and dry, 0/5 stars","",3087.71428693665,-0.796158643818551,15.4515126980908,22.7751083374023,0,1,21,12.7545454545455,0.0436493383742911,2.3,"Soil",4,"Qr",NA,NA,NA,NA,NA,"KHMSF","Diploid"
"KIFX","Grid",173,"Coal Creek",38.8631617,-107.05059,322086.147765516,4303589.81417281,0.4,2,7,0,0,"NA","",2984.42722446957,-0.84100350150972,27.9952771110564,24.4151840209961,0,3,36.5,27.2090909090909,0.0053798463648834,13.5,"Soil",2,"Qmy",NA,NA,NA,NA,NA,"CZUE_196_18","Triploid"
"KJORG","Random",434,"Washington Gulch-Slate River",38.9176447,-106.97046,329169.620194642,4309483.35181504,0.7,0,12,0,0,"NA","",2945.00654932051,-0.386266661274871,15.6762527719934,20.8279495239258,1,0,25.7,21.0272727272727,0.0250749207786329,4.7,"Soil",4,"Qlf",NA,NA,NA,NA,NA,"KJORG","Triploid"
"KJZR","Grid",82,"Washington Gulch-Slate River",38.9215149,-106.99597,326967.228164551,4309960.99510181,0.4,5,12,0,0,"NA","",2979.76060578672,-0.616299734806682,15.7692835802726,21.9605445861816,0,0,6.6,19.55,0.0148457988980716,6.6,"Soil",2,"Qt",NA,NA,NA,NA,NA,"GWUJ_083_18","Triploid"
"KLLJ","Grid",248,"Oh-be-Joyful Creek-Slate River",38.9105477,-107.02196,324686.935208715,4308793.46666801,0.6,0,17,0,0,NA,"",2825.77527271915,-0.391683312031308,12.9676210388821,20.9212894439697,0,0,22.4,21.94,0.0128883313609467,6.5,"Soil",4,"Ql",NA,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"KLNJA","Random",397,"Oh-be-Joyful Creek-Slate River",38.941006,-107.05151,322200.667295945,4312231.11042545,0.6,1,11,0,1,"NA","",2997.50104012466,0.469513040869241,30.049529624507,15.105110168457,1,1,19,11.3545454545455,0.03937425,2,"Soil",3,"Kmu",NA,NA,NA,NA,NA,"KLNJA","Diploid"
"KLVF","Grid",101,"Washington Gulch-Slate River",38.9221749,-106.99631,326939.354742444,4310034.88995261,0.6,0,1,0,0,"Very wet","",2987.67098007241,-0.623828448828037,19.3859853536608,22.3155899047852,2,0,16.5,21.7727272727273,0.0962465020576132,2.7,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18",NA
"KLYD","Grid",247,"Oh-be-Joyful Creek-Slate River",38.9105961,-107.02224,324662.774928379,4308799.37673341,0.8,0,0,0,0,NA,"",2819.81987649074,-0.599304388162122,11.8556513225465,21.3740253448486,0,1,38.2,26.3909090909091,0.0195699035812672,6.6,"Soil",5,"Ql",0.0899528778189162,NA,NA,NA,NA,"AHQT_229_18","Triploid"
"KLZG","Grid",141,"Coal Creek",38.8622402,-107.05025,322113.352388532,4303486.879933,0.9,1,4,0,0,"NA","",2943.39600286366,-0.836211663740482,21.6625968712765,23.4524517059326,1,1,26,17.6181818181818,0.00738551518411658,7.15,"Soil",3,"Qmy",NA,NA,NA,NA,NA,"KLZG","Diploid"
"KNCV","Grid",106,"Washington Gulch-Slate River",38.9224574,-106.99518,327038.009381529,4310064.0981021,0.8,3,16,0,0,"NA","",3023.4297371224,-0.670146984986215,19.1487670650226,22.5242042541504,2,2,35.2,28.4545454545455,0.0320698216735254,5.4,"Soil",4,"Qt",NA,NA,NA,NA,NA,"AHUK_131_18","Triploid"
"KNTIE","Random",282,"Middle East River",38.9625221,-106.98289,328200.281544825,4314487.39305349,1.5,3,1,0,0,"NA","",3040.59202932055,-0.854598765624597,20.8176236920685,23.7539196014404,0,0,11.1,17.8818181818182,0.0178590601637593,5.3,"Soil",4,"Qt",0.114458596030974,NA,NA,NA,NA,"KNTIE","Triploid"
"KQTMD","Random",324,"Washington Gulch-Slate River",38.9236112,-106.99398,327144.847237333,4310189.87498909,0.7,0,0,0,0,"NA","",3068.88763227939,-0.663684232224187,19.5370783782048,22.4714622497559,0,0,13.8,20.3428571428571,0.0150328888888889,4.5,"Talus",5,"Qt",NA,NA,NA,NA,NA,"AFOG_113_18","Triploid"
